title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
Rude Boy (1980);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Running Scared (1980);4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Seems Like Old Times (1980);5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Shogun Assassin (1980);5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smokey and the Bandit II (1980);2,125;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smokey and the Bandit (1977);2,722222222;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smokey and the Bandit III (1983);1,375;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stir Crazy (1980);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blade II (2002);3,205882353;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Sorority Boys (2002);2,375;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stolen Summer (2002);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
George Washington (2000);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Clockstoppers (2002);2,25;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Death to Smoochy (2002);3,318181818;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Panic Room (2002);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Rookie, The (2002);3,291666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
No Such Thing (2001);2,5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Piano Teacher, The (La pianiste) (2001);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Time Out (L'emploi du temps) (2001);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Boxcar Bertha (1972);1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fraternity Vacation (1985);1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Impromptu (1991);4,25;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
High Crimes (2002);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
National Lampoon's Van Wilder (2002);2,909090909;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crush (2001);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lucky Break (2001);4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Atomic Cafe, The (1982);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Rashomon (Rashômon) (1950);3,944444444;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
Slap Shot (1977);3,857142857;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Changing Lanes (2002);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Frailty (2001);3,863636364;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Sweetest Thing, The (2002);2,9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cat's Meow, The (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Human Nature (2001);3,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
My Big Fat Greek Wedding (2002);3,266666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3:10 to Yuma (1957);4;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
Joe Versus the Volcano (1990);3,428571429;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Taking Care of Business (1990);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Three Men and a Baby (1987);2,815789474;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Three Men and a Little Lady (1990);2,5625;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Watcher in the Woods, The (1980);3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Murder by Numbers (2002);2,857142857;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
The Scorpion King (2002);2,295454545;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Enigma (2001);3,142857143;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Nine Queens (Nueve reinas) (2000);3,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Triumph of Love, The (2001);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
World Traveler (2001);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Jason X (2002);1,1875;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Life or Something Like It (2002);2,75;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Dogtown and Z-Boyz (2001);3,785714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rain (2001);5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Salton Sea, The (2002);3,35;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Bob le Flambeur (1955);3,333333333;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Cadillac Man (1990);1,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Delirious (1991);2,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Full Moon in Blue Water (1988);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Husbands and Wives (1992);3,916666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lenny (1974);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Triumph of the Spirit (1989);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Wild Orchid (1990);1,75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Deuces Wild (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Hollywood Ending (2002);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Spider-Man (2002);3,540983607;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Butterflies Are Free (1972);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Giant Spider Invasion, The (1975);0,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Iron Will (1994);3,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mountains of the Moon (1990);3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
White Fang (1991);1,75;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
New Guy, The (2002);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unfaithful (2002);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Lady and the Duke, The (Anglaise et le duc, L') (2001);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Calamity Jane (1953);3,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
Cranes Are Flying, The (Letyat zhuravli) (1957);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Harvey Girls, The (1946);3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
About a Boy (2002);3,715909091;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Star Wars: Episode II - Attack of the Clones (2002);3,157608696;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Believer, The (2001);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Importance of Being Earnest, The (2002);3,85;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Every Which Way But Loose (1978);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Want to Live! (1958);3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Last Waltz, The (1978);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Enough (2002);4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Insomnia (2002);3,303030303;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
Spirit: Stallion of the Cimarron (2002);3,5;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CQ (2001);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Monkey Business (1952);2,5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Requiem for a Heavyweight (1962);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sum of All Fears, The (2002);2,970588235;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Undercover Brother (2002);1,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84 Charing Cross Road (1987);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Rapid Fire (1992);3,75;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silent Running (1972);2,375;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Bad Company (2002);2,875;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Divine Secrets of the Ya-Ya Sisterhood (2002);3,125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cherish (2002);5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Fast Runner, The (Atanarjuat) (2001);3,833333333;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Bourne Identity, The (2002);3,816964286;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Scooby-Doo (2002);2,852941176;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Windtalkers (2002);2,875;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Dangerous Lives of Altar Boys, The (2002);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Emperor's New Clothes, The (2001);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gangster No. 1 (2000);3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Harvard Man (2001);3;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
Dark Blue World (Tmavomodrý svet) (2001);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Caveman (1981);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cheech & Chong's The Corsican Brothers (1984);1,125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silver Bullet (Stephen King's Silver Bullet) (1985);2,666666667;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
Sorry, Wrong Number (1948);3,8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
Hombre (1967);3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Manhattan Project, The (1986);3;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Men at Work (1990);2,75;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
She Wore a Yellow Ribbon (1949);3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
V. I. Warshawski (1991);2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Juwanna Mann (2002);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lilo & Stitch (2002);3,810344828;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Minority Report (2002);3,6375;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0
Rabbit-Proof Fence (2002);3,642857143;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sunshine State (2002);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Hey Arnold! The Movie (2002);2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mr. Deeds (2002);2,909090909;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lovely & Amazing (2001);3,2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Pumpkin (2002);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Look Who's Talking Now (1993);1,583333333;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Mo' Money (1992);2,25;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Object of Beauty, The (1991);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Wagons East (1994);2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Like Mike (2002);2,5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002);2,959016393;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Powerpuff Girls, The (2002);3,666666667;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Me Without You (2001);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Crocodile Hunter: Collision Course, The (2002);2,5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reign of Fire (2002);2,722222222;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Road to Perdition (2002);3,520408163;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
All About Lily Chou-Chou (Riri Shushu no subete) (2001);3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
My Wife is an Actress (Ma Femme est une Actrice) (2001);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
20 Million Miles to Earth (1957);5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
The Importance of Being Earnest (1952);4,333333333;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Perfect (1985);1,833333333;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1776 (1972);3,5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Z (1969);3,833333333;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Halloween: Resurrection (Halloween 8) (2002);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Sex and Lucia (Lucía y el sexo) (2001);3,875;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Eight Legged Freaks (2002);2,75;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
K-19: The Widowmaker (2002);3,5;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Stuart Little 2 (2002);2,6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austin Powers in Goldmember (2002);2,846153846;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kid Stays in the Picture, The (2002);3,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Tadpole (2002);3,333333333;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Who Is Cletis Tout? (2001);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
The Big Bus (1976);5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
In Like Flint (1967);4;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Our Man Flint (1965);3,5;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Red Beard (Akahige) (1965);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Robin and Marian (1976);3,25;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Top Secret! (1984);4,2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Master of Disguise, The (2002);1,857142857;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Signs (2002);3,166666667;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Last Kiss, The (Ultimo bacio, L') (2001);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Spy Kids 2: The Island of Lost Dreams (2002);2,214285714;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Good Girl, The (2002);3,208333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blood Work (2002);3,333333333;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
xXx (2002);2,770833333;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
24 Hour Party People (2002);3,571428571;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Secret Ballot (Raye makhfi) (2001);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Martin Lawrence Live: Runteldat (2002);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Songs From the Second Floor (Sånger från andra våningen) (2000);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Principal, The (1987);3,25;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Rollerball (1975);3,5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Adventures of Pluto Nash, The (2002);2,333333333;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Blue Crush (2002);2,6875;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Mostly Martha (Bella Martha) (2001);3,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Possession (2002);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
One Hour Photo (2002);3,473684211;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Serving Sara (2002);3,25;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Simone (S1m0ne) (2002);2,142857143;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0
Undisputed (2002);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Amy's O (a.k.a. Amy's Orgasm) (2001);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Satin Rouge (2002);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Care Bears Movie, The (1985);1,5;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Care Bears Movie II: A New Generation (1986);1,5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clash of the Titans (1981);3,611111111;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Hot Shots! (1991);3,133333333;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Swarm, The (1978);2,25;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Time After Time (1979);3,75;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Down and Out in Beverly Hills (1986);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Love Me Tender (1956);3,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
Stakeout (1987);3;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002);1,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
À nous la liberté (Freedom for Us) (1931);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Snipes (2001);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
City by the Sea (2002);2,833333333;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Swimfan (2002);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Johnny Dangerously (1984);2,857142857;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Last House on the Left, The (1972);3,25;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
Thesis (Tesis) (1996);3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Barbershop (2002);2,714285714;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stealing Harvard (2002);2,285714286;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Transporter, The (2002);3,519230769;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Alias Betty (Betty Fisher et autres histoires) (2001);2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Igby Goes Down (2002);3,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Aspen Extreme (1993);3,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Betsy's Wedding (1990);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Captain Ron (1992);2,6875;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ernest Goes to Jail (1990);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ernest Scared Stupid (1991);2,083333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hills Have Eyes, The (1977);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Indian Summer (1993);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Mack, The (1973);2,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monkey Trouble (1994);1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spaced Invaders (1990);1,5;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Suburban Commando (1991);1,75;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Yearling, The (1946);4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ladykillers, The (1955);3,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lavender Hill Mob, The (1951);4,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Man in the White Suit, The (1951);3,5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Son of the Bride (Hijo de la novia, El) (2001);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Das Experiment (Experiment, The) (2001);3,863636364;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Ballistic: Ecks vs. Sever (2002);2,5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Banger Sisters, The (2002);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Four Feathers, The (2002);2,75;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Trapped (2002);2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
8 Women (2002);3,833333333;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1
His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Invincible (2001);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Secretary (2002);3,9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Spirited Away (Sen to Chihiro no kamikakushi) (2001);4,155172414;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Trials of Henry Kissinger, The (2002);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sweet Home Alabama (2002);3,053571429;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Tuxedo, The (2002);2,5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moonlight Mile (2002);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Wasabi (2001);3,5;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Jonah: A VeggieTales Movie (2002);2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Red Dragon (2002);3,435483871;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Bloody Sunday (2002);3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Heaven (2002);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Man from Elysian Fields, The (2001);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Welcome to Collinwood (2002);2,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Flirting (1991);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
